バージョン,タイトル,ジャンル,アーティスト,プレー回数,BEGINNER 難易度,BEGINNER スコア,BEGINNER PGreat,BEGINNER Great,BEGINNER ミスカウント,BEGINNER クリアタイプ,BEGINNER DJ LEVEL,NORMAL 難易度,NORMAL スコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER スコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER スコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,LEGGENDARIA 難易度,LEGGENDARIA スコア,LEGGENDARIA PGreat,LEGGENDARIA Great,LEGGENDARIA ミスカウント,LEGGENDARIA クリアタイプ,LEGGENDARIA DJ LEVEL,最終プレー日時
SPADA,VOX UP,ROTTERDAM TECHNO,sampling masters MEGA vs 青龍,0,0,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
SPADA,Wonder Girl feat. Kanae Asaba,EUROBEAT,Y&Co.,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
SPADA,お願いアインシュタイン,CYBER SYMPHONIC POP,中山真斗 feat.桜川めぐ,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2126,1060,6,0,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2024-02-17 22:05
SPADA,アルストロメリア,BLOOM FUSION,TAG,3,1,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2500,1247,6,1,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2024-05-23 22:29
SPADA,デッドボヲルdeホームラン,ELECTRIC MANOUSH SWING,猫叉Masterβ2,7,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,11,2770,1359,52,4,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2024-04-01 22:49
SPADA,バンブーソード・ガール,J-SPEEDMETAL,cosMo＠暴走P,0,1,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
SPADA,廿,新世紀進歩的羽扇子音楽,DJ TECHNORCH,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,12,0,0,0,---,NO PLAY,---,2023-10-18 20:36
SPADA,旋律のドグマ～Miserables～,JUVENILE DRUM & BASS,楓璃夢＝ジークフリード＝ファイエルローゼン,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,12,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
SPADA,煉獄のエルフェリア,HARD SYMPHONIC,猫叉Master+,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
SPADA,牧神笛吹きて,ZODIAC ORACLE X,楽士ゾディアック,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
SPADA,疾風迅雷,ORIENTAL CORE,KUMOKIRI,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,12,0,0,0,---,EX HARD CLEAR,---,12,0,0,0,---,HARD CLEAR,---,2023-10-18 20:36
SPADA,罪と罰,HYPER J-POP,Xceon feat. Mayumi Morinaga,6,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,2185,1089,7,0,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2024-07-04 21:43
SPADA,超!!遠距離らぶメ～ル,乙女EDM,ななひら,12,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,2686,1334,18,0,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2024-05-05 22:30
SPADA,轟け！恋のビーンボール！！,ベースボールヒロイン,ダイナミック野球兄弟 v.s. クロスファイヤーPrim,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,#The_Relentless,DUBCORE,DJ Noriken,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,FULLCOMBO CLEAR,---,11,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,AFRO KNUCKLE,AFRO-SAMBA,猫叉Master+,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,Beat Radiance,NEO CLASSICAL DANCE,iNO,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2662,1327,8,1,FULLCOMBO CLEAR,AAA,12,0,0,0,---,EX HARD CLEAR,---,2024-04-25 10:47
PENDUAL,Beyond The Earth,WORLD/ELECTRONICA,猫叉Master,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,3210,1569,72,2,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2024-03-25 20:34
PENDUAL,Blaze it UP!,HARDCORE RAVE,DJ Shimamura,6,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2989,1488,13,0,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2024-04-18 12:07
PENDUAL,Broken Sword,DUAL ANTIQUE,金獅子 VS 麒麟,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,Chain of pain,FULL ON,kors k VS 猫叉Master+,5,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2253,1124,5,0,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2024-02-03 22:48
PENDUAL,chrono diver -fragment-,HEALING DRUM'N'BASS,猫叉Master feat.三澤 秋,26,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1798,898,2,0,FULLCOMBO CLEAR,AAA,10,2265,1131,3,0,FULLCOMBO CLEAR,AAA,2024-04-26 19:59
PENDUAL,CHRONO DIVER -NORNIR-,CYBER DRUM & BASS,L.E.D.,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,3119,1552,15,1,FULLCOMBO CLEAR,AAA,12,0,0,0,---,NO PLAY,---,2024-04-22 22:10
PENDUAL,Chrono Diver -PENDULUMs-,CHRONO BREAKS,猫叉L.E.D.Master+,32,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,12,4231,2047,137,21,EX HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2023-12-29 21:00
PENDUAL,Chronos,PROGRESSIVE,TAG,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,EASY CLEAR,---,11,0,0,0,---,EASY CLEAR,---,2023-10-18 20:36
PENDUAL,cinder,MAELSTROM,PHQUASE,25,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3138,1543,52,4,EX HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2023-11-30 23:13
PENDUAL,COLOSSEUM,LOST GROUND,劇団レコード,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,Cosmic Cat,FUTURE BASS,8bit Moonside,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,12,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,Despair of ELFERIA,HARD IRISH SYMPHONIC,猫叉Master,12,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,4083,2003,77,5,EX HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2023-12-22 20:30
PENDUAL,Discloze,Hi-TECH PSYTRANCE,lapix,26,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2687,1323,41,1,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2024-07-12 20:04
PENDUAL,EBONY & IVORY,RAGTIME CHIPTUNE,OSTER project,13,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,2990,1474,42,0,FULLCOMBO CLEAR,AAA,12,0,0,0,---,HARD CLEAR,---,2024-04-28 13:33
PENDUAL,entelecheia,SACRED TRANCE,Rche,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,Erosion Mark,FALLIN APART CORE,kors k REASM Des-ROW,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,fallen leaves -IIDX edition-,WORLD/ELECTRONICA,猫叉Master,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,FANTASTIC THREE,DUB COMEDY,ジャカルタファンクブラザーズ,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,Flashes,DRUM'N'BASS,Dollscythe,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,Gravigazer,PROGRESSIVE SCHRANZ,DJ TOTTO,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,HELL SCAPER -Last Escape Remix-,GABBAH,Remixed by DJ TECHNORCH fw.GUHROOVY,18,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2874,1418,38,1,EASY CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2024-04-22 22:44
PENDUAL,Hello Happiness,HAPPY HARDCORE,P*Light feat. mow*2,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,illuminate,SYNTHETIC EDM,Sota Fujimori,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,IMPLANTATION,GOA TRANCE,TOMOSUKE,14,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,2263,1108,47,5,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2024-01-12 21:17
PENDUAL,In The Breeze,HYBRID,96 & Sota ft. Mayumi Morinaga,10,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,1781,885,11,0,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2024-02-29 22:30
PENDUAL,IXION,PSYCHEDELIC TRANCE,L.E.D.,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,9,2170,1084,2,0,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2024-07-16 10:48
PENDUAL,Line 4 Ruin,ELECTRO TECH,Ryu☆,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,Monopole.,ARTCORE ROCK,cosMo＠暴走P,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,12,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,NEO GENERATOR SEVEN,MAINSTREAM HARDCORE,L.E.D.-G,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,0,0,0,---,ASSIST CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,Night sky,PUMPCORE,USAO,48,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2950,1462,26,0,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2024-04-18 11:23
PENDUAL,No Tears,HARD EDM,RoughSketch feat.Aikapin,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,2549,1266,17,3,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2024-05-05 22:48
PENDUAL,On My Wings(Hardstyle IIDX),HARDSTYLE,kors k,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,PENDUAL TALISMAN,SYSTEM BGM,猫叉L.E.D.Master,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,Rave*it!! Rave*it!!,EDM SPEED,機龍,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,Realize Maze,SOLITUDE,movies (moimoi×Xceon×Dai.),0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,Reflux,TRANCESTEP,Eagle,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,Sakura Mirage,CHIPCORE,Ryu☆,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,SAMSARA,DIMENSION WAVE,SOUND HOLIC feat. Nana Takahashi,4,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,2061,1030,1,0,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2024-03-04 10:56
PENDUAL,Say YEEEAHH,EDM,kors k,12,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3307,1632,43,4,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2024-02-06 22:41
PENDUAL,Scarlet Moon,J-CORE,REDALiCE feat. Ayumi Nomiya,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,Scars of FAUNA,WORLD/ELECTRONICA,猫叉Master,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,Shooting Fireball,MUSIC GAME TRADITIONAL,dj TAKA,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,Sounds Of Summer,UK HARDCORE,Hommarju,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,SpaceLand☆TOYBOX,RAGTIME FUTURE POP,OSTER project,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,Sweet Radar,ELECTRO POP,DJ Genki feat. Yukacco,7,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,1376,687,2,0,FULLCOMBO CLEAR,AAA,10,2038,1018,2,0,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2024-04-15 21:29
PENDUAL,Symmetry,EPIC ELECTRONICA,猫叉Master,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,TA・DA ☆ YO・SHI,EUROBEAT,Y&Co.,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2339,1162,15,3,CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2024-02-14 23:00
PENDUAL,The Least 100sec,PROGRESSIVE,Sasaki Hirofumi,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,TIEFSEE,DEEP SPECTRUM,SOUND HOLIC Vs. dj TAKA feat. YURiCa,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,TOXIC VIBRATION,MELODIC SPEED METAL,SOUND HOLIC Vs. T.Kakuta feat. YURiCa,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,Vulkan,GYPSYCORE,Hommarju,3,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,3026,1508,10,0,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2023-11-08 21:40
PENDUAL,We're so Happy (P*Light Remix) IIDX ver.,HAPPY HARDCORE,Remixed by P*Light,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,ZZ,INTELLIGENCE,D.J.Amuro,0,1,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,それは花火のような恋,Hi-歌謡コア,夏色バーニングラブ☆Prim,0,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,FULLCOMBO CLEAR,---,12,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,とろぴかる倶楽部,TROPICAL,HALFBY,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,2289,1137,15,2,EX HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2024-06-23 16:36
PENDUAL,ぷろぐれっしぶ時空少女！うらしまたろ子ちゃん！,ぷろぐれっしぶ電波,ARM(IOSYS) feat. 山本椛,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,もっと！モット！ときめき feat. 松下,きらめきコア,シャイニング度胸兄弟,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,ドッキン☆サマーあばんちゅーる,ドタバタ☆夏休み,L.E.D.-G + Qrispy Joybox + ARM feat. ななひら,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,パ→ピ→プ→Yeah!,電波ソング,ヒゲドライバー join. shully & Nimo,0,2,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,FULLCOMBO CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,ベィスドロップ・フリークス,A-STYLE DRUMSTEP,かめりあ feat. ななひら,3,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,2268,1126,16,1,FULLCOMBO CLEAR,AAA,11,0,0,0,---,ASSIST CLEAR,---,2024-05-16 12:43
PENDUAL,リリーゼと炎龍レーヴァテイン,OLDSTYLE GAMEMUSIC,黒猫ダンジョン,9,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,3469,1708,53,4,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2024-03-21 22:29
PENDUAL,共鳴遊戯の華,ASTRAL DRUM & BASS,アイテール魔導士隊,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,FULLCOMBO CLEAR,---,10,0,0,0,---,FAILED,---,12,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,十六夜セツナ,HYPER J-POP,Xceon feat.Mayumi Morinaga,5,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,2254,1123,8,1,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2024-07-24 17:46
PENDUAL,千年ノ理,WORLD/ELECTRONICA,猫叉Master,15,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,12,3193,1587,19,2,FULLCOMBO CLEAR,AAA,12,0,0,0,---,HARD CLEAR,---,2023-12-14 21:54
PENDUAL,取り残された美術(Arranged:HiZuMi),HYPER J-POP,幽閉サテライト feat. senya,4,1,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,2220,1109,2,0,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2024-07-04 22:20
PENDUAL,夏色DIARY - L.E.D.-G STYLE MIX -,HAPPY SUMMER CORE,猫叉王子 feat.L.E.D.-G,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,妖隠し -あやかしかくし-,DRUM'N'WALTZ,DJ TOTTO feat.3L,9,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,2203,1100,3,0,FULLCOMBO CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2024-07-24 17:34
PENDUAL,少年は空を辿る,ムラクモ,Power Of Nature,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,EX HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-18 20:36
PENDUAL,恋は白帯、サンシロー,KANA-POP,星野奏子,1,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,2038,1017,4,0,FULLCOMBO CLEAR,AAA,11,0,0,0,---,HARD CLEAR,---,2024-07-18 12:42
